agency_name,_type,id,name,description,classification,start_time,end_time,timezone,status,all_day,location_name,location_url,location_address,source_url,source_note,scraped_time
Chicago Police Department,event,chi_police/201705111800/10/beat_meeting_1033,Beat Meeting 1033,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 10",2017-05-11 18:00,2017-05-11 19:00,America/Chicago,confirmed,0,N/A,N/A,"Little Village Library
2311 S. Kedzie",https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201705111200/12/district_advisory_committee,District Advisory Committee,"Each District Commander has a District Advisory Committee which serves to provide advice and community based strategies that address underlying conditions contributing to crime and disorder in the district. Each District Advisory Committee should represent the broad spectrum of stakeholders in the community including residents, businesses, houses of worship, libraries, parks, schools and community-based organizations.",District Advisory Committee (DAC),2017-05-11 12:00,2017-05-11 13:00,America/Chicago,confirmed,0,N/A,N/A,"The meeting is at 12th District, 1412 S. Blue Island in the Community Room.",https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201705101900/8/812_beat_meeting,812 Beat Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 8",2017-05-10 19:00,2017-05-10 20:00,America/Chicago,confirmed,0,N/A,N/A,St. Symphorosa 6135 S. Austin,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201705101900/4/411_community_beat_meeting,411 Community Beat Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 4",2017-05-10 19:00,2017-05-10 20:00,America/Chicago,confirmed,0,N/A,N/A,1526 E. 84th St.,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201705101900/17/beat_meeting_for_beat_1732_1733,Beat Meeting for Beat 1732 & 1733,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 17",2017-05-10 19:00,2017-05-10 20:00,America/Chicago,confirmed,0,N/A,N/A,3546 W Addison/ Athletic Field Park,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201705101830/7/community_beat_meeting_bt_726,Community Beat Meeting-Bt. 726,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 7",2017-05-10 18:30,2017-05-10 19:30,America/Chicago,confirmed,0,N/A,N/A,Lindblom Pk. 6054 s Damen,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201705101830/22/beat_2232_2233_meetings,Beat 2232 & 2233 Meetings,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 22",2017-05-10 18:30,2017-05-10 19:30,America/Chicago,confirmed,0,N/A,N/A,"Fernwood Park
10438 S. Wallace",https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201705101830/2/213/215/224_beat_meeting,213/215/224 Beat Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 2",2017-05-10 18:30,2017-05-10 19:30,America/Chicago,confirmed,0,N/A,N/A,4058 S. Michigan Ave (St. Elizabeth Church),https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201705101830/14/1421_beat_meeting,1421 Beat Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 14",2017-05-10 18:30,,America/Chicago,confirmed,0,N/A,N/A,"Humboldt Park Library
1605 N. Troy",https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201705101800/5/beat_523_caps_meeting,BEAT 523 CAPS MEETING,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 5",2017-05-10 18:00,2017-05-10 19:00,America/Chicago,confirmed,0,N/A,N/A,"ST. PETER & PAUL
12425 S HALSTED",https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201705101800/12/beat_meeting_1231,Beat Meeting 1231,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 12",2017-05-10 18:00,2017-05-10 19:00,America/Chicago,confirmed,0,N/A,N/A,"Academy Square, 318 S. Throop",https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201705091930/7/community_beat_meeting_bt_722/723,Community Beat Meeting-Bt. 722/723,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 7",2017-05-09 19:30,,America/Chicago,confirmed,0,N/A,N/A,Kennedy-King College 740 w 63rd st,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201705091900/4/423_community_beat_meeting,423 Community Beat Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 4",2017-05-09 19:00,2017-05-09 20:00,America/Chicago,confirmed,0,N/A,N/A,8930 S. Muskegon Ave,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201705091900/24/2432_beat_meeting,2432 Beat Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 24",2017-05-09 19:00,,America/Chicago,confirmed,0,N/A,N/A,24th District 6464 N. Clark,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201705091900/17/1731_s_beat_meeting,1731's Beat Meeting ,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.",Beat Meeting,2017-05-09 19:00,2017-05-09 20:00,America/Chicago,confirmed,0,N/A,N/A,Kilbourn Park - 3501 N. Kilbourn,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201705091900/8/831/832_beat_meeting,831/832 Beat Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 8",2017-05-09 19:00,2017-05-09 20:00,America/Chicago,confirmed,0,N/A,N/A,Marquette Park 6734 S. Kedzie,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201705091900/22/beat_2223_meeting,Beat 2223 Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 22",2017-05-09 19:00,2017-05-09 20:00,America/Chicago,confirmed,0,N/A,N/A,"Robichaux Park
403 W. 93rd St",https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201705091900/16/1613_beat_meeting,1613 Beat Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 16",2017-05-09 19:00,2017-05-09 20:00,America/Chicago,confirmed,0,N/A,N/A,Oriole Park 5430 N. Olcott,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201705091830/6/beat_612_community_meeting,Beat 612 Community Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 6",2017-05-09 18:30,2017-05-09 19:30,America/Chicago,confirmed,0,N/A,N/A,Southside Tabernacle Church 7724 S. Racine ,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
